"";"NM_AREA_AVALIACAO";"NM_PROGRAMA_IES";"QT_PRJ"
"1136";"INTERDISCIPLINAR";"PATRIMÔNIO CULTURAL";31
"1137";"INTERDISCIPLINAR";"TECNOLOGIAS PARA O DESENVOLVIMENTO SUSTENTÁVEL";31
"1138";"INTERDISCIPLINAR";"CIÊNCIAS NATURAIS";30
"1139";"INTERDISCIPLINAR";"ESTUDOS COMPARADOS SOBRE AS AMÉRICAS";30
"1140";"INTERDISCIPLINAR";"SAÚDE AMBIENTAL";30
"1141";"INTERDISCIPLINAR";"SAÚDE E GESTÃO DO TRABALHO";30
"1142";"INTERDISCIPLINAR";"TECNOLOGIAS EDUCACIONAIS EM REDE";30
"1143";"INTERDISCIPLINAR";"ECONOMIA REGIONAL E POLÍTICAS PÚBLICAS";29
"1144";"INTERDISCIPLINAR";"ESTUDOS DE CULTURA E TERRITÓRIO";29
"1145";"INTERDISCIPLINAR";"MODELAGEM MATEMÁTICA";29
"1146";"INTERDISCIPLINAR";"POLÍTICAS SOCIAIS E CIDADANIA";29
"1147";"INTERDISCIPLINAR";"CIÊNCIAS AMBIENTAIS E SAÚDE";28
"1148";"INTERDISCIPLINAR";"DIVULGAÇÃO CIENTÍFICA E CULTURAL";28
"1149";"INTERDISCIPLINAR";"INFORMAÇÃO E COMUNICAÇÃO EM SAÚDE ( PPGICS )";28
"1150";"INTERDISCIPLINAR";"MODELOS DE DECISÃO E SAÚDE";28
"1151";"INTERDISCIPLINAR";"POLÍTICAS SOCIAIS";28
"1152";"INTERDISCIPLINAR";"PROGRAMA DE MESTRADO PROFISSIONAL EM INFORMÁTICA NA EDUCAÇÃO";28
"1153";"INTERDISCIPLINAR";"SOCIEDADE, CULTURA E FRONTEIRAS";28
"1154";"INTERDISCIPLINAR";"AGRONEGÓCIO";27
"1155";"INTERDISCIPLINAR";"DIREITO, GOVERNANÇA E POLÍTICAS PÚBLICAS";27
"1156";"INTERDISCIPLINAR";"EDUCAÇÃO, ARTE E HISTÓRIA DA CULTURA";27
"1157";"INTERDISCIPLINAR";"FAMÍLIA NA SOCIEDADE CONTEMPORÃNEA";27
"1158";"INTERDISCIPLINAR";"MÍDIA E TECNOLOGIA";27
"1159";"INTERDISCIPLINAR";"SOCIOLOGIA E DIREITO";27
"1160";"INTERDISCIPLINAR";"COGNIÇÃO, TECNOLOGIAS E INSTITUIÇÕES";26
"1161";"INTERDISCIPLINAR";"CULTURAS E IDENTIDADES BRASILEIRAS";26
"1162";"INTERDISCIPLINAR";"DESENVOLVIMENTO RURAL E GESTÃO DE EMPREEND. AGROALIMENTARES";26
"1163";"INTERDISCIPLINAR";"EDUCAÇÃO, LINGUAGEM E TECNOLOGIAS";26
"1164";"INTERDISCIPLINAR";"PRESERVAÇÃO E GESTÃO DO PATRIMÔNIO CULTURAL DAS CIÊNCIAS E DA SAÚDE";26
"1165";"INTERDISCIPLINAR";"TERRITÓRIOS E EXPRESSÕES CULTURAIS NO CERRADO";26
"1166";"INTERDISCIPLINAR";"COMPUTAÇÃO APLICADA";25
"1167";"INTERDISCIPLINAR";"DESENVOLVIMENTO SOCIAL";25
"1168";"INTERDISCIPLINAR";"ESTUDOS DE CULTURA CONTEMPORÂNEA";25
"1169";"INTERDISCIPLINAR";"GESTÃO INTEGRADA DO TERRITÓRIO";25
"1170";"INTERDISCIPLINAR";"MODELAGEM COMPUTACIONAL DE SISTEMAS";25
"1171";"INTERDISCIPLINAR";"PRÁTICAS EM DESENVOLVIMENTO SUSTENTÁVEL";25
"1172";"INTERDISCIPLINAR";"TECNOLOGIAS E INOVAÇÕES AMBIENTAIS";25
"1173";"INTERDISCIPLINAR";"TECNOLOGIAS SUSTENTÁVEIS";25
"1174";"INTERDISCIPLINAR";"ENGENHARIA E GESTÃO DA INOVAÇÃO";24
"1175";"INTERDISCIPLINAR";"INDÚSTRIA CRIATIVA";24
"1176";"INTERDISCIPLINAR";"RECURSOS NATURAIS";24
"1177";"INTERDISCIPLINAR";"CIÊNCIAS SOCIAIS E HUMANAS";23
"1178";"INTERDISCIPLINAR";"DESENVOLVIMENTO LOCAL";23
"1179";"INTERDISCIPLINAR";"ECOLOGIA HUMANA E GESTÃO SOCIOAMBIENTAL";23
"1180";"INTERDISCIPLINAR";"SOCIEDADE E DESENVOLVIMENTO";23
"1181";"INTERDISCIPLINAR";"AVALIAÇÃO DE POLÍTICAS PÚBLICAS";22
"1182";"INTERDISCIPLINAR";"BIOENGENHARIA";22
"1183";"INTERDISCIPLINAR";"NANOCIÊNCIAS E MATERIAIS AVANÇADOS";22
"1184";"INTERDISCIPLINAR";"SOCIEDADE E FRONTEIRAS";22
"1185";"INTERDISCIPLINAR";"DESENVOLVIMENTO RURAL SUSTENTÁVEL";21
"1186";"INTERDISCIPLINAR";"INFORMÁTICA E GESTÃO DO CONHECIMENTO";21
"1187";"INTERDISCIPLINAR";"PLANEJAMENTO DE SISTEMAS ENERGÉTICOS";21
"1188";"INTERDISCIPLINAR";"TECNOLOGIAS QUÍMICA E BIOLÓGICA";21
"1189";"INTERDISCIPLINAR";"NEUROCIÊNCIA E COGNIÇÃO";20
"1190";"INTERDISCIPLINAR";"PATRIMÔNIO CULTURAL E SOCIEDADE";20
"1191";"INTERDISCIPLINAR";"SISTEMAS DE INFORMAÇÃO E GESTÃO DO CONHECIMENTO";20
"1192";"INTERDISCIPLINAR";"CIÊNCIAS DA SAÚDE E BIOLÓGICAS";19
"1193";"INTERDISCIPLINAR";"DESENVOLVIMENTO SUSTENTÁVEL E QUALIDADE DE VIDA";19
"1194";"INTERDISCIPLINAR";"POLÍTICAS PÚBLICAS E FORMAÇÃO HUMANA";19
"1195";"INTERDISCIPLINAR";"PROCESSOS E MANIFESTAÇÕES CULTURAIS";19
"1196";"INTERDISCIPLINAR";"DESENVOLVIMENTO SOCIOECONÔMICO";18
"1197";"INTERDISCIPLINAR";"DIREITOS HUMANOS E POLÍTICAS PÚBLICAS";18
"1198";"INTERDISCIPLINAR";"TRABALHO, SAÚDE E AMBIENTE";18
"1199";"INTERDISCIPLINAR";"ENGENHARIA E GESTÃO DE PROCESSOS E SISTEMAS";17
"1200";"INTERDISCIPLINAR";"MODELAGEM E OTIMIZAÇÃO";17
"1201";"INTERDISCIPLINAR";"SAÚDE E DESENVOLVIMENTO HUMANO";17
"1202";"INTERDISCIPLINAR";"ADOLESCENTE EM CONFLITO COM A LEI";16
"1203";"INTERDISCIPLINAR";"AGROECOLOGIA E DESENVOLVIMENTO RURAL SUSTENTÁVEL";16
"1204";"INTERDISCIPLINAR";"BIOENERGIA USP, UNICAMP E UNESP";16
"1205";"INTERDISCIPLINAR";"CIÊNCIA, GESTÃO E TECNOLOGIA DA INFORMAÇÃO";16
"1206";"INTERDISCIPLINAR";"DESENVOLVIMENTO E POLÍTICAS PÚBLICAS";16
"1207";"INTERDISCIPLINAR";"DIREITOS HUMANOS, CIDADANIA E POLÍTICAS PÚBLICAS";16
"1208";"INTERDISCIPLINAR";"ESTUDOS INTERDISCIPLINARES SOBRE A UNIVERSIDADE";16
"1209";"INTERDISCIPLINAR";"PERÍCIAS FORENSES";16
"1210";"INTERDISCIPLINAR";"PLANEJAMENTO E ANÁLISE DE POLÍTICAS PÚBLICAS";16
"1211";"INTERDISCIPLINAR";"REABILITAÇÃO DO EQUILÍBRIO CORPORAL E INCLUSÃO SOCIAL";16
"1212";"INTERDISCIPLINAR";"SEGURANÇA PUBLICA";16
"1213";"INTERDISCIPLINAR";"AVALIAÇÃO DE POLÍTICAS PÚBLICAS - PPGAPP";15
"1214";"INTERDISCIPLINAR";"CIÊNCIAS COMPUTACIONAIS";15
"1215";"INTERDISCIPLINAR";"DESENVOLVIMENTO E SOCIEDADE";15
"1216";"INTERDISCIPLINAR";"DESENVOLVIMENTO, TECNOLOGIAS E SOCIEDADE";15
"1217";"INTERDISCIPLINAR";"FRONTEIRAS E DIREITOS HUMANOS";15
"1218";"INTERDISCIPLINAR";"NANOCIÊNCIAS";15
"1219";"INTERDISCIPLINAR";"SAÚDE DA CRIANÇA E DO ADOLESCENTE";15
"1220";"INTERDISCIPLINAR";"SISTEMAS AMBIENTAIS SUSTENTÁVEIS";15
"1221";"INTERDISCIPLINAR";"SISTEMAS DE GESTÃO SUSTENTÁVEIS";15
"1222";"INTERDISCIPLINAR";"ENSINO NA SAÚDE";14
"1223";"INTERDISCIPLINAR";"ENVELHECIMENTO HUMANO";14
"1224";"INTERDISCIPLINAR";"SUSTENTABILIDADE";14
"1225";"INTERDISCIPLINAR";"ESTUDOS ÉTNICOS E AFRICANOS";13
"1226";"INTERDISCIPLINAR";"ESTUDOS INTERDISCIPLINARES SOBRE MULHERES, GÊNERO E FEMINISM";13
"1227";"INTERDISCIPLINAR";"BIOMETRIA";12
"1228";"INTERDISCIPLINAR";"COMUNICAÇÃO, LINGUAGENS E CULTURA";12
"1229";"INTERDISCIPLINAR";"DESENVOLVIMENTO TERRITORIAL E MEIO AMBIENTE";12
"1230";"INTERDISCIPLINAR";"DINÂMICAS TERRITORIAIS E CULTURA";12
"1231";"INTERDISCIPLINAR";"GESTÃO DO TRABALHO PARA A QUALIDADE DO AMBIENTE CONTRUÍDO";12
"1232";"INTERDISCIPLINAR";"LINGUAGENS, MÍDIA E ARTE";12
"1233";"INTERDISCIPLINAR";"PRESERVAÇÃO DO PATRIMÔNIO CULTURAL";12
"1234";"INTERDISCIPLINAR";"CIÊNCIAS DO ENVELHECIMENTO";11
"1235";"INTERDISCIPLINAR";"ENGENHARIA E GESTÃO DO CONHECIMENTO";11
"1236";"INTERDISCIPLINAR";"GESTÃO DE ECONOMIA CRIATIVA";11
"1237";"INTERDISCIPLINAR";"INTERDISCIPLINAR EM CINEMA";11
"1238";"INTERDISCIPLINAR";"SAÚDE, SOCIEDADE E AMBIENTE";11
"1239";"INTERDISCIPLINAR";"TECNOLOGIAS DA INFORMAÇÃO E COMUNICAÇÃO";11
"1240";"INTERDISCIPLINAR";"COGNIÇÃO E LINGUAGEM";10
"1241";"INTERDISCIPLINAR";"DESENVOLVIMENTO DE TECNOLOGIA";10
"1242";"INTERDISCIPLINAR";"DIFUSÃO DO CONHECIMENTO IFBA - SENAI/CIMATEC - LNCC - UNEB - UEFS";10
"1243";"INTERDISCIPLINAR";"ENERGIAS RENOVÁVEIS";10
"1244";"INTERDISCIPLINAR";"ENGENHARIA DE DEFESA";10
"1245";"INTERDISCIPLINAR";"GESTÃO PÚBLICA";10
"1246";"INTERDISCIPLINAR";"GESTÃO PÚBLICA E SOCIEDADE";10
"1247";"INTERDISCIPLINAR";"PROPRIEDADE INTELECTUAL E INOVAÇÃO";10
"1248";"INTERDISCIPLINAR";"CIÊNCIA DA PROPRIEDADE INTELECTUAL";9
"1249";"INTERDISCIPLINAR";"CIÊNCIA, INOVAÇÃO E TECNOLOGIA PARA A AMAZÔNIA";9
"1250";"INTERDISCIPLINAR";"DESENHO, CULTURA E INTERATIVIDADE";9
"1251";"INTERDISCIPLINAR";"DESENVOLVIMENTO REGIONAL E MEIO AMBIENTE";9
"1252";"INTERDISCIPLINAR";"GESTÃO DE POLÍTICAS PÚBLICAS";9
"1253";"INTERDISCIPLINAR";"GESTÃO DE SISTEMAS DE ENGENHARIA";9
"1254";"INTERDISCIPLINAR";"GESTÃO DO CONHECIMENTO E TECNOLOGIA DA INFORMAÇÃO";9
"1255";"INTERDISCIPLINAR";"MEMÓRIA:LINGUAGEM E SOCIEDADE";9
"1256";"INTERDISCIPLINAR";"MUDANÇA SOCIAL E PARTICIPAÇÃO POLÍTICA";9
"1257";"INTERDISCIPLINAR";"RELAÇÕES ÉTNICAS E CONTEMPORANEIDADE";9
"1258";"INTERDISCIPLINAR";"SOCIEDADE, AMBIENTE E QUALIDADE DE VIDA";9
"1259";"INTERDISCIPLINAR";"TECNOLOGIAS DA INTELIGÊNCIA E DESIGN DIGITAL";9
"1260";"INTERDISCIPLINAR";"CIÊNCIAS DA REABILITAÇÃO";8
"1261";"INTERDISCIPLINAR";"CIÊNCIAS FÍSICAS APLICADAS";8
"1262";"INTERDISCIPLINAR";"DIVULGAÇÃO DA CIÊNCIA, TECNOLOGIA E SAÚDE";8
"1263";"INTERDISCIPLINAR";"ESTUDOS FRONTEIRIÇOS";8
"1264";"INTERDISCIPLINAR";"HISTÓRIA E ESTUDOS CULTURAIS";8
"1265";"INTERDISCIPLINAR";"MODELAGEM COMPUTACIONAL E SISTEMAS";8
"1266";"INTERDISCIPLINAR";"TECNOLOGIA E GESTÃO DA INOVAÇÃO";8
"1267";"INTERDISCIPLINAR";"TECNOLOGIAS COMPUTACIONAIS PARA O AGRONEGÓCIO";8
"1268";"INTERDISCIPLINAR";"ENERGIA DA BIOMASSA";7
"1269";"INTERDISCIPLINAR";"INOVAÇÕES TECNOLÓGICAS";7
"1270";"INTERDISCIPLINAR";"MODELAGEM E MÉTODOS QUANTITATIVOS";7
"1271";"INTERDISCIPLINAR";"RELAÇÕES ÉTNICO-RACIAIS";7
"1272";"INTERDISCIPLINAR";"BIOFÍSICA MOLECULAR";6
"1273";"INTERDISCIPLINAR";"BIOLOGIA COMPUTACIONAL E SISTEMAS";6
"1274";"INTERDISCIPLINAR";"CIÊNCIA, TECNOLOGIA E SOCIEDADE";6
"1275";"INTERDISCIPLINAR";"DESENVOLVIMENTO E GESTÃO SOCIAL";6
"1276";"INTERDISCIPLINAR";"DESENVOLVIMENTO REGIONAL";6
"1277";"INTERDISCIPLINAR";"DIREITOS HUMANOS E CIDADANIA";6
"1278";"INTERDISCIPLINAR";"EDUCAÇÃO NAS PROFISSÕES DA SAÚDE";6
"1279";"INTERDISCIPLINAR";"HISTÓRIA DA CIÊNCIA";6
"1280";"INTERDISCIPLINAR";"INTERDISCIPLINAR EM HISTÓRIA E LETRAS - MIHL";6
"1281";"INTERDISCIPLINAR";"INTERDISCIPLINAR EM HUMANIDADES";6
"1282";"INTERDISCIPLINAR";"MODELAGEM DE SISTEMAS COMPLEXOS";6
"1283";"INTERDISCIPLINAR";"CIÊNCIA TECNOLOGIA E INOVAÇÃO EM AGROPECUÁRIA";5
"1284";"INTERDISCIPLINAR";"CIÊNCIA, TECNOLOGIA E EDUCAÇÃO";5
"1285";"INTERDISCIPLINAR";"PERFORMANCES CULTURAIS";5
"1286";"INTERDISCIPLINAR";"SAÚDE DA FAMÍLIA";5
"1287";"INTERDISCIPLINAR";"SISTEMAS APLICADOS À ENGENHARIA E GESTÃO";5
"1288";"INTERDISCIPLINAR";"SOCIEDADE, TECNOLOGIAS E POLÍTICAS PÚBLICAS";5
"1289";"INTERDISCIPLINAR";"DESENVOLVIMENTO HUMANO: FORMAÇÃO, POLÍTICAS E PRÁTICAS SOCIA";4
"1290";"INTERDISCIPLINAR";"GESTÃO E INFORMÁTICA EM SAÚDE";4
"1291";"INTERDISCIPLINAR";"GESTÃO PÚBLICA PARA O DESENVOLVIMENTO DO NORDESTE";4
"1292";"INTERDISCIPLINAR";"HISTÓRIA DAS CIÊNCIAS E DAS TÉCNICAS E EPISTEMOLOGIA";4
"1293";"INTERDISCIPLINAR";"MEMÓRIA SOCIAL E PATRIMÔNIO CULTURAL";4
"1294";"INTERDISCIPLINAR";"CIÊNCIA E TECNOLOGIA EM SAÚDE";3
"1295";"INTERDISCIPLINAR";"GESTÃO DO CONHECIMENTO NAS ORGANIZAÇÕES";3
"1296";"INTERDISCIPLINAR";"TECNOLOGIA DA INFORMAÇÃO APLICADA À BIOLOGIA COMPUTACIONAL";3
"1297";"INTERDISCIPLINAR";"TECNOLOGIA DE PROCESSOS SUSTENTÁVEIS";3
"1298";"INTERDISCIPLINAR";"AVALIAÇÃO";2
"1299";"INTERDISCIPLINAR";"CIÊNCIAS SOCIAIS APLICADAS";2
"1300";"INTERDISCIPLINAR";"GESTÃO E SAÚDE NA AMAZÔNIA";2
"1301";"INTERDISCIPLINAR";"GESTÃO E TECNOLOGIA INDUSTRIAL - GETEC";2
"1302";"INTERDISCIPLINAR";"POLÍTICAS PÚBLICAS E GESTÃO DA EDUCAÇÃO SUPERIOR";2
"1303";"INTERDISCIPLINAR";"PROMOÇÃO DE SAÚDE";2
"1304";"INTERDISCIPLINAR";"TECNOLOGIA E SOCIEDADE";2
"1305";"INTERDISCIPLINAR";"TECNOLOGIA EM SAÚDE";2
"1306";"INTERDISCIPLINAR";"TÊXTIL E MODA";2
"1307";"INTERDISCIPLINAR";"BIOENERGIA";1
"1308";"INTERDISCIPLINAR";"CIÊNCIA, TECNOLOGIA E INOVAÇÃO";1
"1309";"INTERDISCIPLINAR";"CIÊNCIAS DA SOCIEDADE";1
"1310";"INTERDISCIPLINAR";"EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA";1
"1311";"INTERDISCIPLINAR";"ENGENHARIA DE SISTEMAS E PRODUTOS";1
"1312";"INTERDISCIPLINAR";"ENSINO EM CIÊNCIAS DA SAÚDE";1
"1313";"INTERDISCIPLINAR";"HUMANIDADES, DIREITOS E OUTRAS LEGITIMIDADES";1
"1314";"INTERDISCIPLINAR";"INOVAÇÃO TECNOLÓGICA";1
"1315";"INTERDISCIPLINAR";"JUSTIÇA ADMINISTRATIVA";1
"1316";"INTERDISCIPLINAR";"SAÚDE, SOCIEDADE E ENDEMIAS NA AMAZÔNIA";1
"1317";"INTERDISCIPLINAR";"SEGURANÇA PÚBLICA, DIREITOS HUMANOS E CIDADANIA";1
"1318";"LETRAS / LINGUÍSTICA";"LETRAS";1797
"1319";"LETRAS / LINGUÍSTICA";"LINGÜÍSTICA";350
"1320";"LETRAS / LINGUÍSTICA";"ESTUDOS DA LINGUAGEM";150
"1321";"LETRAS / LINGUÍSTICA";"ESTUDOS LINGÜÍSTICOS";150
"1322";"LETRAS / LINGUÍSTICA";"ESTUDOS DA TRADUÇÃO";109
"1323";"LETRAS / LINGUÍSTICA";"ESTUDOS LITERÁRIOS";109
"1324";"LETRAS / LINGUÍSTICA";"LINGÜÍSTICA APLICADA";87
"1325";"LETRAS / LINGUÍSTICA";"CIÊNCIAS DA LINGUAGEM";82
"1326";"LETRAS / LINGUÍSTICA";"ESTUDOS DE LINGUAGENS";74
"1327";"LETRAS / LINGUÍSTICA";"LITERATURA";74
"1328";"LETRAS / LINGUÍSTICA";"ESTUDOS DE LINGUAGEM";73
"1329";"LETRAS / LINGUÍSTICA";"ESTUDOS DE LITERATURA";72
"1330";"LETRAS / LINGUÍSTICA";"LETRAS E LINGUÍSTICA";67
"1331";"LETRAS / LINGUÍSTICA";"LINGÜÍSTICA E LETRAS";56
"1332";"LETRAS / LINGUÍSTICA";"FILOLOGIA E LÍNGUA PORTUGUESA";52
"1333";"LETRAS / LINGUÍSTICA";"LETRAS (LETRAS VERNÁCULAS)";47
"1334";"LETRAS / LINGUÍSTICA";"LETRAS (LETRAS CLÁSSICAS)";36
"1335";"LETRAS / LINGUÍSTICA";"LINGUÍSTICA E LÍNGUA PORTUGUESA";36
"1336";"LETRAS / LINGUÍSTICA";"LETRAS E ARTES";34
"1337";"LETRAS / LINGUÍSTICA";"LITERATURA E CULTURA";33
"1338";"LETRAS / LINGUÍSTICA";"LITERATURA BRASILEIRA";32
"1339";"LETRAS / LINGUÍSTICA";"LETRAS NEOLATINAS";31
"1340";"LETRAS / LINGUÍSTICA";"LETRAS: LINGÜÍSTICA E TEORIA LITERÁRIA";31
"1341";"LETRAS / LINGUÍSTICA";"LETRAS:ENSINO DE LÍNGUA E LITERATURA";31
"1342";"LETRAS / LINGUÍSTICA";"TEORIA LITERARIA E CRITICA DA CULTURA";31
"1343";"LETRAS / LINGUÍSTICA";"LÍNGUA E CULTURA";29
"1344";"LETRAS / LINGUÍSTICA";"LINGUAGENS E REPRESENTAÇÕES";27
"1345";"LETRAS / LINGUÍSTICA";"LETRAS (CIÊNCIA DA LITERATURA)";26
"1346";"LETRAS / LINGUÍSTICA";"LETRAS: ESTUDOS LITERÁRIOS";26
"1347";"LETRAS / LINGUÍSTICA";"ESTUDOS DE TRADUÇÃO";25
"1348";"LETRAS / LINGUÍSTICA";"LINGÜÍSTICA APLICADA E ESTUDOS DA LINGUAGEM";25
"1349";"LETRAS / LINGUÍSTICA";"ESTUDO DE LINGUAGENS";24
"1350";"LETRAS / LINGUÍSTICA";"TEORIA LITERÁRIA";24
"1351";"LETRAS / LINGUÍSTICA";"INGLÊS:ESTUDOS LINGÜÍSTICOS E LITERÁRIOS";23
"1352";"LETRAS / LINGUÍSTICA";"LETRAS (LÍNGUA LITERATURA E CULTURA JAPONESA)";21
"1353";"LETRAS / LINGUÍSTICA";"LETRAS ESTRANGEIRAS MODERNAS";21
"1354";"LETRAS / LINGUÍSTICA";"LITERATURA, CULTURA E CONTEMPORANEIDADE";21
"1355";"LETRAS / LINGUÍSTICA";"LINGUAGENS E SABERES NA AMAZÔNIA";20
"1356";"LETRAS / LINGUÍSTICA";"LITERATURA E CRÍTICA LITERÁRIA";20
"1357";"LETRAS / LINGUÍSTICA";"CRÍTICA CULTURAL";19
"1358";"LETRAS / LINGUÍSTICA";"ESTUDOS LINGUÍSTICOS";19
"1359";"LETRAS / LINGUÍSTICA";"LETRAS: ESTUDOS DA LINGUAGEM";19
"1360";"LETRAS / LINGUÍSTICA";"TEORIA E HISTÓRIA LITERÁRIA";19
"1361";"LETRAS / LINGUÍSTICA";"INTERDISCIPLINAR LINGÜÍSTICA APLICADA";17
"1362";"LETRAS / LINGUÍSTICA";"LETRAS (EST.COMP. DE LITER. DE LÍNGUA PORTUGUESA)";17
"1363";"LETRAS / LINGUÍSTICA";"LETRAS (LÍNGUA E LITERATURA ALEMÃ)";17
"1364";"LETRAS / LINGUÍSTICA";"LETRAS (LITERATURA PORTUGUESA)";17
"1365";"LETRAS / LINGUÍSTICA";"LETRAS (UCS/UNIRITTER)";17
"1366";"LETRAS / LINGUÍSTICA";"ESTUDOS LINGUÍSTICOS E LITERÁRIOS EM INGLÊS";16
"1367";"LETRAS / LINGUÍSTICA";"LETRAS (LÍNGUA ESPANHOLA E LIT. ESPANHOLA E HISPANO-AMERIC.)";14
"1368";"LETRAS / LINGUÍSTICA";"LETRAS E CULTURA";14
"1369";"LETRAS / LINGUÍSTICA";"LINGUÍSTICA";14
"1370";"LETRAS / LINGUÍSTICA";"LINGUÍSTICA E LÍNGUAS INDÍGENAS";14
"1371";"LETRAS / LINGUÍSTICA";"ENSINO DE LÍNGUAS";13
"1372";"LETRAS / LINGUÍSTICA";"LETRAS: CULTURA, EDUCAÇÃO E LINGUAGENS";13
"1373";"LETRAS / LINGUÍSTICA";"ESTUDOS JUDAICOS E ARABES";12
"1374";"LETRAS / LINGUÍSTICA";"LETRAS-ESTUDOS LITERÁRIOS";12
"1375";"LETRAS / LINGUÍSTICA";"LETRAS (LÍNGUA, LITERATURA E CULTURA ITALIANAS)";12
"1376";"LETRAS / LINGUÍSTICA";"LÍNGUÍSTICA";12
"1377";"LETRAS / LINGUÍSTICA";"LETRAS- LINGUAGEM E IDENTIDADE";9
"1378";"LETRAS / LINGUÍSTICA";"LETRAS (EST. LING., LITERÁRIOS E TRADUTOLÓGICOS EM FRANCÊS)";8
"1379";"LETRAS / LINGUÍSTICA";"LINGUAGEM E ENSINO";8
"1380";"LETRAS / LINGUÍSTICA";"LINGUÍSTICA E ENSINO";8
"1381";"LETRAS / LINGUÍSTICA";"LÍNGUA PORTUGUESA";6
"1382";"LETRAS / LINGUÍSTICA";"LETRAS E LINGÜÍSTICA";5
"1383";"LETRAS / LINGUÍSTICA";"LETRAS (TEORIA LITERÁRIA E LITERATURA COMPARADA)";4
"1384";"LETRAS / LINGUÍSTICA";"PRÁTICAS TRANSCULLTURAIS";3
"1385";"LETRAS / LINGUÍSTICA";"LITERATURA COMPARADA";2
"1386";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MATEMÁTICA";387
"1387";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MATEMÁTICA EM REDE NACIONAL";115
"1388";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"ESTATÍSTICA - UFSCAR/USP";108
"1389";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MATEMÁTICA APLICADA";61
"1390";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MATEMÁTICA PURA E APLICADA";58
"1391";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"ESTATÍSTICA";38
"1392";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MATEMÁTICA APLICADA E ESTATISTICA";27
"1393";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MATEMATICA APLICADA E COMPUTACIONAL";22
"1394";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"ESTATISTICA";21
"1395";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MODELAGEM MATEMÁTICA";20
"1396";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MATEMÁTICA - UFBA-UFAL";17
"1397";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MATEMÁTICA - UFPA - UFAM";14
"1398";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MATEMÁTICA E ESTATÍSTICA";10
"1399";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MATEMÁTICA APLICADA E COMPUTACIONAL";8
"1400";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MATEMATICA";5
"1401";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MATEMÁTICA - UFPB-J.P. - UFCG";4
"1402";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"ENSINO DE MATEMÁTICA";1
"1403";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MATEMÁTICA, ESTATÍSTICA E COMPUTAÇÃO APLICADAS À INDÚSTRIA";1
"1404";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MÉTODOS MATEMÁTICOS EM FINANÇAS";1
"1405";"MATERIAIS";"CIÊNCIA E ENGENHARIA DE MATERIAIS";154
"1406";"MATERIAIS";"CIÊNCIA DOS MATERIAIS";132
"1407";"MATERIAIS";"MATERIAIS";127
"1408";"MATERIAIS";"CIÊNCIA E TECNOLOGIA DE MATERIAIS";65
"1409";"MATERIAIS";"CIÊNCIA DOS MATERIAS";55
"1410";"MATERIAIS";"ENGENHARIA DE MATERIAIS E NANOTECNOLOGIA";49
"1411";"MATERIAIS";"PROCESSAMENTO DE MATERIAIS E CATÁLISE";45
"1412";"MATERIAIS";"CIÊNCIA DE MATERIAIS";30
"1413";"MATERIAIS";"CIÊNCIA, INOVAÇÃO E MODELAGEM EM MATERIAIS";24
"1414";"MATERIAIS";"TECNOLOGIA DE MATERIAIS E PROCESSOS INDUSTRIAIS";24
"1415";"MATERIAIS";"ENGENHARIA E CIÊNCIA DE MATERIAIS";22
"1416";"MATERIAIS";"CIÊNCIAS";21
"1417";"MATERIAIS";"INTERDISCIPLINAR EM BIOCIÊNCIAS APLICADAS";21
"1418";"MATERIAIS";"CIÊNCIAS EXATAS E TECNOLÓGICAS";16
"1419";"MATERIAIS";"FISICA E QUIMICA DE MATERIAIS";8
"1420";"MATERIAIS";"CIÊNCIAS E ENGENHARIA DE MATERIAIS";7
"1421";"MATERIAIS";"CIÊNCIAS DE MATERIAIS";6
"1422";"MATERIAIS";"ENGENHARIA MECÂNICA E TECNOLOGIA DE MATERIAIS";2
"1423";"MEDICINA I";"CIÊNCIAS DA SAÚDE";1254
"1424";"MEDICINA I";"CIÊNCIAS MÉDICAS";727
"1425";"MEDICINA I";"CLÍNICA MÉDICA";331
"1426";"MEDICINA I";"MEDICINA: CIÊNCIAS MÉDICAS";283
